date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:58:42	15439/15439	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202018%2002:17:50%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/assets/images/logo-light-icon.png	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/assets/images/logo-light-icon.png	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:58:49	52988/52988	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202018%2003:28:42%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/assets/images/users/1.jpg	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/assets/images/users/1.jpg	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:58:49	43005/43005	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Jul%202018%2014:31:04%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/assets/images/users/3.jpg	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/assets/images/users/3.jpg	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:58:49	158721/158721	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index2.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index2.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:58:50	160823/160823	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2020:27:28%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index3.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index3.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:58:51	169911/169911	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2022:32:50%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/sidebar-type-minisidebar.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/sidebar-type-minisidebar.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:58:51	169907/169907	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2022:32:50%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/sidebar-type-iconsidebar.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/sidebar-type-iconsidebar.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:58:52	169908/169908	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2022:32:50%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/sidebar-type-overlaysidebar.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/sidebar-type-overlaysidebar.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:58:52	169904/169904	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2022:32:50%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/sidebar-type-fullsidebar.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/sidebar-type-fullsidebar.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:58:53	124258/124258	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2022:32:50%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/sidebar-type-horizontalsidebar.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/sidebar-type-horizontalsidebar.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:58:54	132136/132136	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/layout-inner-fixed-left-sidebar.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/layout-inner-fixed-left-sidebar.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:58:55	132780/132780	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/layout-inner-fixed-right-sidebar.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/layout-inner-fixed-right-sidebar.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:58:55	132023/132023	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/layout-inner-left-sidebar.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/layout-inner-left-sidebar.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:58:56	132655/132655	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/layout-inner-right-sidebar.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/layout-inner-right-sidebar.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:58:56	75554/75554	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Jul%202018%2014:31:04%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/assets/images/users/2.jpg	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/assets/images/users/2.jpg	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:58:56	72937/72937	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Jul%202018%2014:31:04%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/assets/images/users/4.jpg	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/assets/images/users/4.jpg	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:58:57	167749/167749	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/page-layout-fixed-header.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/page-layout-fixed-header.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:58:57	167831/167831	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/page-layout-fixed-sidebar.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/page-layout-fixed-sidebar.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:58:58	167866/167866	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/page-layout-fixed-header-sidebar.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/page-layout-fixed-header-sidebar.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:58:58	167746/167746	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/page-layout-boxed-layout.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/page-layout-boxed-layout.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:58:59	166013/166013	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/inbox-email.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/inbox-email.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:58:59	136647/136647	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/inbox-email-detail.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/inbox-email-detail.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:00	132948/132948	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/inbox-email-compose.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/inbox-email-compose.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:00	143073/143073	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ticket-list.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ticket-list.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:00	139813/139813	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ticket-detail.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ticket-detail.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:01	137555/137555	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/app-chats.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/app-chats.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:01	134677/134677	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/app-calendar.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/app-calendar.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:02	128829/128829	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/app-taskboard.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/app-taskboard.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:02	287309/287309	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-buttons.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-buttons.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:03	140924/140924	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-modals.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-modals.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:03	165342/165342	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-tab.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-tab.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:04	135299/135299	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-tooltip-popover.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-tooltip-popover.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:04	141640/141640	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-notification.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-notification.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:05	150894/150894	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-progressbar.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-progressbar.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:05	155686/155686	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-typography.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-typography.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:05	189484/189484	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-bootstrap.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-bootstrap.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:06	131840/131840	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-breadcrumb.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-breadcrumb.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:06	168985/168985	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-list-media.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-list-media.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:07	149847/149847	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-grid.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-grid.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:07	149976/149976	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-carousel.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-carousel.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:08	207668/207668	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-cards.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-cards.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:08	293665/293665	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-card-customs.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-card-customs.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:09	148532/148532	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-card-weather.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-card-weather.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:09	136559/136559	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-card-draggable.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/ui-card-draggable.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:10	131821/131821	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/component-sweetalert.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/component-sweetalert.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:10	139152/139152	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/component-nestable.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/component-nestable.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:11	157998/157998	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/component-noui-slider.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/component-noui-slider.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:11	135554/135554	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/component-rating.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/component-rating.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:12	133374/133374	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/component-toastr.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/component-toastr.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:12	200984/200984	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/widgets-apps.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/widgets-apps.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:13	217180/217180	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/widgets-data.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/widgets-data.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:13	195161/195161	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/widgets-charts.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/widgets-charts.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:13	182774/182774	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/form-inputs.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/form-inputs.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:14	164314/164314	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/form-input-groups.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/form-input-groups.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:14	197177/197177	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/form-input-grid.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/form-input-grid.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:15	134416/134416	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/form-checkbox-radio.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/form-checkbox-radio.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:16	138759/138759	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/form-bootstrap-touchspin.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/form-bootstrap-touchspin.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:17	137047/137047	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/form-bootstrap-switch.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/form-bootstrap-switch.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:18	281898/281898	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/form-select2.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/form-select2.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:18	144271/144271	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/form-dual-listbox.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/form-dual-listbox.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
